Name,Release_Date
Naval Warfare,25 May 2011
NASCAR The Game: 2011,
Nascar Unleashed,
Nancy Drew: The Captive Curse,28 Jun 2011
Nancy Drew: Alibi In Ashes,18 Oct 2011
My First Trainz Set,11 Feb 2011
Off Road Drive,30 Sep 2011
Oddworld: Strangers Wrath HD,21 Dec 2011
Nuclear Dawn,25 Sep 2011
Not Tetris 2,20 Jun 2011
No Time To Explain,15 Aug 2011
No More Room in Hell,30 Oct 2011
NightSky,6 Jan 2011
Nightclub Imperium,21 Oct 2011
NHL 12,
New Star Soccer 5,11 Aug 2011
NEStalgia,23 Feb 2011
Need for Speed: The Run,18 Nov 2011
NCAA Football 12,
The Abbey,14 Apr 2010
Tangled: The Video Game,23 Nov 2010
Tales of Pirates 2,6 May 2010
System Protocal One,7 Dec 2010
Syndicates of Arkon,1 Aug 2010
Panzer Corps,11 Jul 2011
Pandora Saga: Weapons of Balance,15 Feb 2011
Pandemia:Doomed Xmas,17 Dec 2011
Pandemia,17 Feb 2011
Painkiller Redemption,25 Feb 2011
Pahelika Revelations,22 Nov 2011
Otomedius Excellent,
Orcs Must Die!: Lost Adventures,12 Oct 2011
Orcs Must Die! - Artifacts of Power,25 Oct 2011
Orcs Must Die,12 Oct 2011
Operation Flashpoint: Red River,21 Apr 2011
OMSI - Der Omnibussimulator,18 Feb 2011
OIO The Game,23 Sep 2011
The Polynomial,15 Oct 2010
The Patrician IV,17 Sep 2010
The Mystery of the Crystal Portal 2,9 Jul 2010
The Misadventures of Mr PB Winterbottom,20 Apr 2010
Pitiri 1977,23 Dec 2011
Pirates of Black Cove: Origins,8 Dec 2011
Pirates of Black Cove,2 Aug 2011
Pirate Griddles,31 Oct 2011
Pioneerz,28 Feb 2011
Pinballistik,
Picaroon,10 Jan 2011
Phineas and Ferb: Across the 2nd Dimension,
Phantasmat,8 Feb 2011
Project Black Sun,17 Oct 2011
Pro Evolution Soccer 2012,15 Oct 2011
Pro Cycling Manager: Tour de France 2011,23 Jun 2011
Pride of Nations,7 Jun 2011
Power of Defense,31 Mar 2011
Postal III,20 Dec 2011
Post Apocalyptic Mayhem,17 Mar 2011
Portal 2,19 Apr 2011
Police Force,25 Nov 2011
Pokemon: Dawn of Darkness,20 Jun 2011
PlayStation Move Heroes,Never
Treasure Island,1 Oct 2010
Transformice,1 May 2010
Transformers: War For Cybertron,25 Jun 2010
RaceRoom The Game 2,1 Nov 2011
RACE Injection,18 Nov 2011
RA.ONE: The Game,1 Sep 2011
Quiz Parampaa,2 May 2011
Q.U.B.E.,16 Dec 2011
Puzzle Agent 2,30 Jun 2011
Pulsen: Ultra 1,3 Oct 2011
Pulsen,3 Oct 2011
Proun,24 Jun 2011
Project Zomboid,20 Jun 2011
Project Rescue Africa,5 Feb 2011
Project of Planets,16 Dec 2011
Under The Garden,1 Jul 2010
Uncharted Waters Online,15 Aug 2010
UltraStar Deluxe,1 Oct 2010
UK Truck Simulator,19 Feb 2010
UFC 2010 Undisputed,
Twilight,19 Mar 2010
Realm of the Titans,2011
Real Warfare 2: Northern Crusades,18 Nov 2011
Rayman Origins,30 Mar 2012
Ratchet and Clank: All 4 One,
RamaCity,2 Oct 2011
RailWorks 3: Amtrak Acela Express Add-On,21 Oct 2011
RailWorks 2 SW1500 Switcher,11 Mar 2011
RailWorks 2 Northeast Corridor Expansion Pack,2 Sep 2011
Railworks 2 Edinburgh-Glasgow Expansion Pack,25 Mar 2011
Rescue Frenzy,21 Sep 2011
Renegade Ops Coldstrike Campaign,19 Dec 2011
Renegade Ops,14 Oct 2011
Renations,24 Nov 2011
Remington Super Slam Hunting Alaska,3 May 2011
Remington Super Slam Hunting Africa,1 May 2011
RELOAD,1 May 2011
Reel Deal Slots - Adventure,5 Apr 2011
Red Tie Miner,
Red Orchestra 2: Heroes of Stalingrad,13 Sep 2011
Red Faction: Armageddon - Path To War,19 Jul 2011
Red Faction: Armageddon,3 Jun 2011
Red Crow Mysteries: Legion,24 Nov 2011
X Motor Racing,29 Apr 2010
WWE Smackdown Vs Raw 2011,
WRC 2010,8 Oct 2010
Worms Reloaded,26 Aug 2010
World Supremacy,22 Nov 2010
World of Warcraft: Cataclysm,7 Dec 2010
Road Construction Simulator,18 Mar 2011
Risk: Factions,8 Mar 2011
Rise of Immortals,12 Sep 2011
Rigs of Rods,1 Nov 2011
Rift: Planes of Telara,4 Mar 2011
Riding Academy 2,23 Nov 2011
Retro Expansion,1 Jun 2011
Resistance 3,
Resident Evil Code: Veronica,
Rescue Team 2,27 Sep 2011
Zero Gear,12 Jan 2010
Yu-Gi-Oh! 5Ds Duel Transer,
Youda Survivor,26 Aug 2010
Nitronic Rush,28 May 2012
Nintendo Land,
Ninjah,20 Oct 2012
Nike Kinect Training,
Nights into Dreams....,17 Dec 2012
Nights into Dreams HD,17 Dec 2012
Nightmares from the Deep: The Cursed Heart,19 Apr 2012
Sacra Terra: Angelic Night,3 Oct 2011
Rusty Hearts,20 Sep 2011
Running Sheep,23 Nov 2011
Runespell: Overture,20 Jul 2011
Rugby League Live,21 Feb 2011
Rugby Challenge,14 Oct 2011
Room Boom: Suburbia,31 Oct 2011
Rocksmith,19 Oct 2012
Rocketbirds: Hardboiled Chicken,15 Oct 2012
Satazius,16 Dec 2011
Sanctum: X-Mas Carnage,15 Dec 2011
Sanctum: Violator,28 Sep 2011
Sanctum: Penetrator,28 Sep 2011
Sanctum: Killing Floor,28 Sep 2011
Sanctum: Aftershock,28 Sep 2011
Sanctum: Aftermath,28 Sep 2011
Sanctum Collection,28 Sep 2011
Sanctum,15 Apr 2011
Samurai II: Vengeance,5 May 2011
Saints Row 3,18 Nov 2011
Sail Simulator 5,26 May 2011
Paper Monsters,10 Sep 2012
Paper Ball,9 Mar 2012
Panzer Corps: Afrika Korps,31 Jul 2012
Serious Sam: Double D,30 Aug 2011
Serious Sam 3,22 Nov 2011
Sequence,20 Oct 2011
Sengoku Basara 3 Utage,
Sengoku,13 Sep 2011
Section 8: Prejudice,4 May 2011
ScrumbleShip,31 Oct 2011
Scarlet Legacy,4 Aug 2011
SBK-11,30 May 2011
Saving Private Sheep,18 Jul 2011
Phantasy Star II,3 May 2012
Perspective,12 Dec 2012
Perennial,1 Dec 2012
Penny Arcade - Precipice of Darkness episode three,25 Jun 2012
Pearl Harbor: Fire on the Water,13 Apr 2012
Pax Regalia: Triage,27 Feb 2012
Patchwork Battles,30 Jun 2012
Passion Leads Army,17 Sep 2012
Party of Sin,13 Dec 2012
Paranormal,19 Oct 2012
Pixeljunk Monsters Ultimate,26 Aug 2013
Pikmin 3,
Phineas And Ferb: Quest For Cool Stuff,
Persona 4 Arena,
Perfection.,17 May 2013
Penny Arcade - Precipice Of Darkness Episode Four,7 Jun 2013
Peggle 2,PC 2015
Sims 3: Outdoor Living,1 Feb 2011
Sims 3: Hidden Springs,25 Aug 2011
Sims 3: Generations,5 Jun 2011
Simraceway,29 Nov 2011
Sideway New York,15 Nov 2011
SickBrick,31 Oct 2011
Shogun 2: Total War - Rise of the Samurai,27 Sep 2011
Shogun 2: Total War,15 Mar 2011
Shift 2: Unleashed,31 Mar 2011
Solar 2,16 Jun 2011
SOCOM 4: U.S. Navy SEALs,
Snuggle Truck,28 Apr 2011
Snowcat Simulator 2011,14 Oct 2011
Snapshot,2011
Smash Cars,
Skylanders: Spyros Adventure,12 Oct 2011
SkyDrift,7 Sep 2011
Skyborn,17 Mar 2011
Ski Region Simulator 2012,21 Oct 2011
Six Gun Saga,30 Jun 2011
Sims 3: Town Life Stuff,29 Jul 2011
Sims 3: Pets,21 Oct 2011
Star Wars: The Old Republic,22 Dec 2011
Star Raiders,11 May 2011
Stand OFood 3,19 May 2011
Stacking,6 Mar 2012
Spirited Heart,1 Sep 2011
Spiral Knights,4 Apr 2011
Spider Man: Edge of Time,
SpaceChem,1 Jan 2011
Space Pirates and Zombies,16 Aug 2011
Space Ace,22 Feb 2011
Sonic Generations,4 Nov 2011
Sonic CD,19 Jan 2012
Sonic Adventure DX,11 Mar 2011
Rage: The Scorchers,18 Dec 2012
Rabbids Land,
R.A.W.: Realms of Ancient War,4 Oct 2012
Quarrel,
Quantum Conundrum: The Desmond Debacle,31 Jul 2012
Quantum Conundrum: IKE-aramba!,28 Aug 2012
Quantum Conundrum,21 Jun 2012
QRTH-PHYL,9 Sep 2012
Surgery Simulator,25 Feb 2011
Supreme Ruler: Cold War,19 Jul 2011
Supremacy MMA,
Super Street Fighter IV: Arcade Edition,5 Jul 2011
Stronghold 3,25 Oct 2011
Storm: Frontline Nation,10 Jun 2011
SteroidS,9 Nov 2011
Stellar Impact,5 Aug 2011
Steel Storm: Burning Retribution,11 May 2011
Terrafarmers,25 Nov 2011
Telepath Psy Arena 2,24 Nov 2011
Tekken Tag Tournament HD,
Tekken Hybrid,Never
Teeworlds,31 Jul 2011
Tasty Planet: Back for Seconds,31 Jan 2011
Tanker Truck Simulator 2011,18 Feb 2011
Tales from the Dragon Mountain: The Strix,7 Jul 2011
Tales from Space: About a Blob,
Take On Helicopters,27 Oct 2011
Sword of the Stars 2,28 Oct 2011
Swarm,22 Mar 2011
Survivors of Ragnarok,20 Aug 2011
Resonance,26 Jul 2012
Resistor,
The Cursed,18 Jan 2011
The Clockwork Man,11 Aug 2011
The Caldwell Incident,11 Oct 2011
The Book of Unwritten Tales,28 Oct 2011
The Blackwell Deception,12 Oct 2011
The Binding of Isaac,28 Sep 2011
The Baconing,31 Aug 2011
The AssKickers,30 Jun 2011
The Adventures of Tintin,20 Oct 2011
Test Yourself,
Test Drive Unlimited 2,11 Feb 2011
Terraria,16 May 2011
Risen 2: The Air Temple,25 May 2012
Risen 2: A Pirates Clothes,27 Apr 2012
Risen 2,27 Apr 2012
Rise of the Guardians,
Rijn the Specpyre in... Manor of the Damned!,6 Jun 2012
Rigonauts,7 Aug 2012
Rift: Storm Legion,13 Nov 2012
Rift Lite,2 Jan 2012
Ridge Racer Unbounded: Ridge Racer Type 4 Machine and El Mariachi Pack,24 May 2012
The Legend of Zelda: Skyward Sword,
The King of Fighters XIII,13 Sep 2013
The Island Castaway,14 Oct 2011
The Impossible Game,30 Apr 2011
The Ico and Shadow of the Colossus Collection,
The Hunter 2012,21 Sep 2011
The House of the Dead: Overkill - Extended Cut,
The Haunted: Hells Reach,25 Oct 2011
The Gunstringer,
The Elder Scrolls V,11 Nov 2011
The Earth Defense Force: Insect Armageddon,15 Dec 2011
The Dead Mountaineers Hotel,29 Nov 2011
The Sparkle 2: EVO,20 Nov 2011
The Snowfield,1 Jan 2011
The Sims Social,9 Aug 2011
The Sims Medieval: Pirates and Nobles,30 Aug 2011
The Sims Medieval,24 Mar 2011
The Secret of Hildegards,8 Mar 2011
The Patrician IV: Rise of a Dynasty,1 Apr 2011
The Next BIG Thing,25 Apr 2011
The Mysterious Case of Dr Jekyll and Mr Hyde,18 Feb 2011
The Lord of the Rings: War in the North,4 Nov 2011
Thor: God of Thunder,
Thor,Summer 2011
They Breathe,12 Jun 2011
Theatre of War 3: Korea,8 Mar 2011
The Witcher II,17 May 2011
The War of The Worlds,26 Oct 2011
The Spire,2011
Roller Coaster Rampage,19 Jun 2012
RODE,9 Mar 2012
Rocksmith: Metal Rock Pack,12 Dec 2012
Rocksmith - Venues - Time Saver Pack,18 Oct 2012
Rocksmith - Ultimate Time Saver Bundle,18 Oct 2012
Rocksmith - Tone Customization - Time Saver Pack,18 Oct 2012
Rocksmith - The Police 3-Song Pack,18 Oct 2012
Rocksmith - The Offspring 3-Song Pack,18 Oct 2012
Rocksmith - The Black Keys 3-Song Pack,18 Oct 2012
Rocksmith - Queen 5-Song Pack,18 Dec 2012
Rocksmith - Pantera 3-Song Pack,4 Dec 2012
Shadow Warrior 2013,26 Sep 2013
Shackleton Crater,Cancelled
Seduce Me,2 Jan 2013
Secret Files: Sam Peters,18 Oct 2013
SeaCraft,1 Aug 2013
Scrolls,3 Jun 2013
Scribblenauts Unmasked,27 Sep 2013
Total War SHOGUN 2: The Hattori Clan Pack,30 Nov 2011
Total War SHOGUN 2: The Blood Pack,30 Nov 2011
Total Miner:Forge,
Torcs,19 May 2011
Top Spin 4,1 Feb 2011
Tom Clancys: Ghost Recon Lead the Ghosts,
Tom Clancy Hawx 2: Open Skies,11 Feb 2011
Tobes Vertical Adventure,18 Jul 2011
To the Moon,10 Nov 2011
Tiny Token Empires,18 Oct 2011
Tiny Bang Story,22 Apr 2011
Tiger Woods PGA Tour 12: The Masters,6 Sep 2011
Saints Row 3: Nyte Blayde,10 Apr 2012
Saints Row 3: Moneyshot,13 Feb 2012
Trapped Dead,25 Feb 2011
Transformers: Dark Of The Moon,
Trainz Simulator 2012,12 Apr 2011
Train Simulator 2012: Horseshoe Curve,23 Sep 2011
Train Simulator 2012: GWR King Add-On,4 Nov 2011
Train Simulator 2012: Class 33 Add-On,12 Dec 2011
Train Simulator 2012 Donner Pass: Southern Pacific,24 Nov 2011
Train Simulator 2012,23 Sep 2011
Traffic Manager,3 Jun 2011
Trackmania II,30 Sep 2011
Scarygirl,9 Apr 2012
Two Worlds 2: Castle Defense,17 May 2011
Two Worlds 2,4 Feb 2011
Trucks and Trailers,24 Jun 2011
Tropico 4: Junta Military,4 Nov 2011
Tropico 4 Plantador Production DLC,14 Dec 2011
Tropico 4,26 Aug 2011
Trine 2,7 Dec 2011
Treasure Hunters,9 Jun 2011
TRAUMA,8 Aug 2011
Serious Sam 3: Jewel of the Nile,16 Oct 2012
Sentinel 3: Homeworld,2 Mar 2012
SEAL Team 12,10 May 2012
Scribblenauts Unlimited,19 Nov 2012
Scourge of War: Pipe Creek,20 Sep 2012
Scourge of War: Chancellorsville,6 Nov 2012
Scourge of War: Antietam,20 Sep 2012
Scooby - Doo! And The Spooky Swamp,15 Oct 2012
SLAMMED!,28 Jun 2013
Skyward Collapse,23 May 2013
Skylanders: Swap Force,
Skydive Proximity Flight,
Vampires vs Zombies,28 Dec 2011
Vampire Saga: Welcome to Hell Lock,14 Jul 2011
Vampire Mansion A Linda Hyde Mystery,22 Jul 2011
Us and Them: Cold War,14 Oct 2011
Universe Sandbox,29 Apr 2011
Unity of Command,15 Nov 2011
Unepic,30 Sep 2011
Underground Construction Simulator,24 Nov 2011
Uncharted 3: Drakes Deception,
Ultimate Marvel vs Capcom 3,7 Mar 2017
UFC Personal Trainer,
Two Worlds 2: Pirates Of The Flying Fortress,22 Sep 2011
Shogun 2: Total War Saints and Heroes Unit Pack,26 Jul 2012
Shogun 2: Total War - Fall of the Samurai: Tsu Faction Pack,30 May 2012
Shogun 2: Total War - Fall of the Samurai: Sendai Faction Pack,30 May 2012
Shogun 2: Total War - Fall of the Samurai: Saga Faction Pack,30 May 2012
Warhammer 40000: Space Marine Chaos Unleashed,12 Dec 2011
Warhammer 40000: Space Marine,9 Sep 2011
Warbirds: Red Baron 2012,Q3 2011
WarBirds 2012,2011
War of the Immortals,2 Nov 2011
War INC Battlezone,18 Jul 2011
Wanted Corp,Summer 2011
Winter Voices Ep 4: Amethyst rivers,27 May 2011
Winter Voices Ep 3: Like a crow on a wire,14 Mar 2011
Wildlife Park Tycoon,26 Jul 2011
White Knight Chronicles II,
Weird Park: Broken Tune,10 Nov 2011
Waves,16 Nov 2011
Wasteland Angel,1 Sep 2011
Warriors: Legends of Troy,
Warm Gun,2011
Warhammer 40000: Space Marine: Salamanders Chapter Skin,20 Dec 2011
Warhammer 40000: Space Marine: Legion of the Damned Chapter Skin,20 Dec 2011
Warhammer 40000: Space Marine: Alpha Legion Chapter Skin,20 Dec 2011
Warhammer 40000: Space Marine Exterminatus,25 Oct 2011
Slave Of God,30 Dec 2012
Skylanders: Giants,19 Oct 2012
Sins of a Solar Empire: Rebellion,12 Jun 2012
Sine Mora,9 Nov 2012
Sims 3: Supernatural,6 Sep 2012
Sims 3: Sunlit Tides,23 Aug 2012
Sims 3: Showtime,9 Mar 2012
Sims 3: Seasons,15 Nov 2012
Sims 3: Master Suite Stuff,24 Jan 2012
Sims 3: Lunar Lakes,16 Feb 2012
Spellirium,30 Apr 2013
WSC Real 11,15 Apr 2011
WRC 2: FIA World Rally Championship,14 Oct 2011
Worms: Ultimate Mayhem,28 Sep 2011
Worms Crazy Golf,19 Oct 2011
World of Tanks,12 Apr 2011
World Gone Sour,20 Dec 2011
Woodcutter Simulator 2011,1 Jan 2011
Wizorb,13 Nov 2011
Wittard: Nemesis of Ragnarok,18 Feb 2011
Wipeout In The Zone,
WipeOut 2,
Snark Busters: High Society,10 May 2012
Smite,31 May 2012
Zombie Apocalypse: Never Die Alone,
Zigfrak,1 Nov 2011
Zeit Squared,12 Jan 2011
Your Doodles Are Bugged!,25 Apr 2011
You Dont Know Jack,8 Feb 2011
Zooloretto,27 Aug 2011
Zombusters,23 Mar 2013
Spellforce 2: Faith in Destiny,19 Jun 2012
SpellForce 2 - Faith in Destiny Scenario 1: Flinks Secret Diary,17 Dec 2012
Special Vehicle Simulator 2012,23 Mar 2012
Spec Ops: The Line,26 Jun 2012
Spaceforce Homeworld,16 Jul 2012
Spaceforce Constellations,16 Jul 2012
Space Quest: Incinerations,1 Dec 2012
Sound Shapes,
SoulCalibur V,
Soul of Guardian,16 Mar 2012
Sorcery,
Surgeon Simulator 2013,19 Apr 2013
Supper Puzzle Platformer Deluxe,24 May 2013
Superfrog HD,12 Sep 2013
Super Ubie Land,13 Aug 2013
Super Trench Attack,24 Aug 2013
Super Splatters,26 Jun 2013
Shadowrun Online,Beta Release March 2014
Shadowrun Dragonfall,27 Feb 2014
Shadowgate,21 Aug 2014
Shadow Puppeteer,29 Sep 2014
Serena,30 Jan 2014
Sentinels of the Multiverse,22 Dec 2014
Yars Revenge,29 Apr 2011
Yakuza 4,
Xotic,16 Sep 2011
XIII: Lost Identity,30 Nov 2011
X3: Albion Prelude,14 Dec 2011
X-Men: Destiny,
WWE All Stars,
WWE 12,Never
WTCC 2010,1 May 2011
Sora,1 Jun 2012
Starmade,28 Mar 2012
Starhawk,
Star Wars: The Old Republic - Ancient Hypergate,11 Dec 2012
Star Prospector,18 Feb 2012
SSX,Never
Squids,Q1 2012
Spooky Mall,26 Jan 2012
Splice,13 Jun 2012
Spirit Tales,10 May 2012
Tales of Lagoona 2: Peril at Poseidon Park,8 Oct 2013
Takedown: Red Sabre,20 Sep 2013
Tactical Intervention,23 Mar 2013
Sword Of The Stars: The Pit - Mind Games,8 Mar 2013
Sword of the Stars: The Pit,8 Mar 2013
Sweezy Gunner,1 Aug 2013
Stunt Rally,8 Apr 2012
Streets of Rage 3,3 May 2012
Street Fighter x Tekken,14 May 2012
Take On Helicopters: Hinds,15 Mar 2012
Syndicate,24 Feb 2012
Symphony,6 Aug 2012
Syder Arcade,2 Apr 2012
Swords and Sorcery Underworld Gold,20 Sep 2012
Sword of the Stars 2: Enhanced Edition,30 Nov 2012
Superbrothers: Sword And Sworcery EP,16 Apr 2012
Super Monday Night Combat,19 Apr 2012
Super Hexagon,6 Sep 2012
Super Crossfire,25 Jan 2012
Super Crate Box,29 Aug 2012
Super Amazing Wagon Adventure,28 Aug 2012
Summer Stars 2012,Never
The Hunters Destiny,21 Oct 2013
The Harvest,25 Oct 2013
The Great Work,28 Jan 2013
The Forgotten Ones,2 Nov 2013
The Fantastic Fivesome,15 Feb 2013
The Elder Scrolls V: Hearthfire,4 Oct 2012
The Elder Scrolls V: Dragonborn,5 Feb 2013
The Elder Scrolls V: Dawnguard,3 Aug 2012
The Dinosaurs on a Spaceship,12 Dec 2013
The Deer God,2 Dec 2013
The Dark Eye: Demonicon,25 Oct 2013
The Curse of Nordic Cove,26 Mar 2013
Sniper Elite 3 - Target Hitler: Hunt the Grey Wolf,27 Jun 2014
Sniper Elite 3 - Save Churchill Part 3: Confrontation,18 Sep 2014
Telepath RPG: Servants of God,14 Feb 2012
Teleglitch,24 Nov 2012
Tekken Tag Tournament 2,
Team Fortress 2: Holiday Pack,19 Dec 2012
Team Fortress 2 - Mann vs Machine,15 Aug 2012
Team Assault: Baptism of Fire,28 Mar 2012
Tank! Tank! Tank!,
Talisman Prologue,22 Nov 2012
Tales of Xillia 2,
Tales Of Graces,
Tales from Space: Mutant Blobs Attack!!!,15 Aug 2012
The Mysterious Cities of Gold: Secret Paths,21 Nov 2013
The Mysterious Cities of Gold Secret Paths,21 Nov 2013
The Marching Dead,25 Jul 2013
The Lord Of The Rings Online: Helms Deep,18 Nov 2013
The Legend of Zelda: Wind Waker HD,
The Last of Us,
The Darkness 2,10 Feb 2012
The Dark Eye: Chains of Satinav,22 Jun 2012
The Critter Chronicles,5 Dec 2012
The Lord of the Rings Online: Riders of Rohan,15 Oct 2012
The Journey Down,18 May 2012
The House Of The Dead 4,
The Good Life,2 Nov 2012
The Golden Years: Way Out West,13 Feb 2012
The Expendables 2 Videogame,17 Aug 2012
The Dead Linger,31 Oct 2012
The Walking Dead: Survival Instinct,22 Mar 2013
The Walking Dead: 400 Days,3 Jul 2013
The Walking Dead 2: Episode 1,17 Dec 2013
The Veil of Mystery - Seven Little Gnomes,24 Jun 2013
The Treasures of Montezuma 4,1 Nov 2013
The Train,13 Jul 2013
The Torment of Mont Triste Collectors Edition,13 Oct 2013
The Torment of Mont Triste,11 Nov 2013
The Tiny Tale,3 Oct 2013
The Thirty Nine Steps,25 Mar 2013
The Swapper,30 May 2013
Starlite: Astronaut Rescue,27 Jan 2014
Starion Tactics,5 Sep 2014
Starforge,22 Sep 2014
Star Wars: The Old Republic - Shadow of Revan,9 Dec 2014
Star Wars: Attack Squadrons,Cancelled May 2014
The Trouble With Robots,23 Aug 2012
The Testament of Sherlock Holmes,20 Sep 2012
The Tales of MajEyal,31 Dec 2012
The Splatters,11 Apr 2012
The Simpsons Arcade Game,3 Feb 2012
The Settlers Online,30 Sep 2012
The Secret World,3 Jul 2012
The Secret Files 3,14 Sep 2012
The Rise of Gaddafish,
The Revenge of Shinobi,3 May 2012
The Race for the White House,12 Jul 2012
The Promised Land,11 Jul 2012
The Political Machine 2012,31 Jul 2012
Time is War,12 Dec 2013
Tiger Woods PGA Tour 14,
They Bleed Pixels,29 Aug 2012
The Wreckless,24 Jan 2012
THE WEST,10 Oct 2012
The War Z,22 Oct 2012
Tom Clancy: Ghost Recon Online,15 Aug 2012
Tom Clancy: Ghost Recon Future Soldier: Khyber Strike,
Tom Clancy: Ghost Recon Future Soldier: Arctic Strike,25 Oct 2012
Tom Clancy: Ghost Recon Future Soldier,29 Jun 2012
Tokyo Jungle,
ToeJam and Earl in Panic on Funkotron,14 Mar 2012
Titan Attacks,3 Feb 2012
Tiny Troopers,24 Aug 2012
Tiny and Big: Grandpas Leftovers,19 Jun 2012
Tiger Woods PGA Tour 13,
Ticket to Ride,24 May 2012
Twilight Phenomena: Strange Menagerie Collectors Edition,23 Aug 2013
Turbo: Super Stunt Squad,
Truck Racer,18 Oct 2013
Tropico 4: Voodoo,25 Jul 2013
Tropico 4: The Academy,19 Sep 2013
Tropico 4: Apocalypse,17 Oct 2013
Trials Evolution: Gold Edition,21 Mar 2013
Treasure of the Caribbean Seas,12 Nov 2013
Trainz Trouble,25 Oct 2013
Train Simulator 2014,26 Sep 2013
TrackMania 2 Valley,4 Jul 2013
TrackMania 2 Stadium,27 Feb 2013
Tour De France 2013,
T.E.C. 3001,10 Apr 2014
System Crash,1 Jul 2014
Swordsman,29 Jul 2014
Sweet Lily Dreams,16 May 2014
Survivalist,20 Feb 2014
Toy Story Mania!,
Toy Defense,12 Apr 2012
Towns,7 Nov 2012
Tower Wars,14 Aug 2012
Total War Battles: Shogun,29 Aug 2012
Toren,10 Aug 2012
Torchlight 2,20 Sep 2012
Top Gun: Hard Lock,5 Apr 2012
Tony Hawks Pro Skater HD,18 Jul 2012
Vampire Ventures,10 Oct 2013
Vacation Adventures: Park Ranger,24 Jul 2013
Urban Trial Freestyle,18 Sep 2013
Unity of Command: Black Turn,10 Dec 2013
Train Simulator 2012: SD75 Add-On,10 May 2012
Train Simulator 2012: PRR K4 Add-On,9 Feb 2012
Train Simulator 2012: Portsmouth Direct Line Expansion Pack,17 May 2012
Train Simulator 2012: London to Brighton Add-On,7 Jun 2012
Train Simulator 2012: Intercity-Express Add-On,19 Jan 2012
Train Simulator 2012: Class 77 and 76 Add-On,23 Feb 2012
Train Simulator 2012: Class 70 Add-On,29 Mar 2012
Trials Evolution: Riders of Doom,
Trials Evolution: Origin of Pain,5 Oct 2012
Trials Evolution,
Transformers: The Fall of Cybertron,23 Aug 2012
Transformers Prime The Game,
Train Simulator 2013,20 Sep 2012
Train Simulator 2012: Woodhead Line Expansion Pack,26 Jan 2012
Train Simulator 2012: Settle-Carlisle Add-On,5 Apr 2012
Way of the Dogg,
Water Park Simulator,1 Jan 2013
Wasteland Kings,11 Oct 2013
WARMACHINE: Tactics,9 Aug 2013
Wargame: AirLand Battle,30 May 2013
Warframe,25 Apr 2013
War Thunder: Ground Forces,Q1 2014
War Thunder,15 Aug 2013
The Incredible Adventures Of Van Helsing II,22 May 2014
Twisted Lands: Origin,19 Sep 2012
Tryst,14 Sep 2012
Tropico 4: Vigilante,18 Dec 2012
Tropico 4: Quick-Dry Cement,7 Feb 2012
Tropico 4: Propaganda!,15 Nov 2012
Tropico 4: Pirate Heaven,23 Oct 2012
Tropico 4: Modern Times,22 Mar 2012
Tropico 4: Megalopolis,15 Nov 2012
Tropical Stormfront,6 Mar 2012
Triple Town,6 Dec 2012
Trine 2: Goblin Menace,6 Sep 2012
Tribes: Ascend,12 Apr 2012
Wizardry Online,30 Jan 2013
Wiwis Adventures 3,31 Aug 2013
Wipeout: Create and Crash,
Winter Voices Ep 6: Falls,17 Sep 2013
Wii Party U,
White,1 Jan 2013
When in Rome,20 Aug 2013
Wetware,11 Sep 2013
Weird Park: Scary Tales,23 Jan 2013
The Legend of Heroes: Trails of Cold Steel II,14 Feb 2018
The Legend of Heroes: Trails in the Sky,29 Jul 2014
The Last Tinker: City Of Colors,12 May 2014
Unstoppable Gorg,19 Jan 2012
Unmechanical,8 Aug 2012
UnderRail,30 Nov 2012
UFO2 Extraterrestrials: Shadows over Earth,Q4 2012
UFC 3 Undisputed,
Victorian Admirals Anthology,1 Feb 2012
Victoria II: A House Divided American Civil War Spritepack,1 Aug 2012
